,loss,accuracy,val_loss,val_accuracy
0,0.13776381313800812,0.9445935487747192,4.605287075042725,0.5
1,0.0893399640917778,0.9685583114624023,1.1145412921905518,0.8125
2,0.05456196144223213,0.981019914150238,1.3265416622161865,0.75
3,0.058447785675525665,0.9769938588142395,3.136948823928833,0.5625
4,0.047241486608982086,0.985237717628479,0.006559356115758419,1.0
5,0.04249466583132744,0.9848542809486389,0.10615506768226624,0.9375
6,0.0410609133541584,0.9842791557312012,0.00027351148310117424,1.0
7,0.03958157077431679,0.9865797758102417,0.00030374579364433885,1.0
8,0.037857167422771454,0.9879217743873596,0.0020958352833986282,1.0
9,0.029433665797114372,0.9898389577865601,3.204246604582295e-05,1.0
10,0.031304266303777695,0.988113522529602,3.736191138159484e-05,1.0
11,0.032434023916721344,0.988113522529602,0.009549072943627834,1.0
12,0.03125156834721565,0.9902223944664001,0.0007073745364323258,1.0
13,0.033107563853263855,0.9883052110671997,0.0006565182702615857,1.0
14,0.03005501627922058,0.9884969592094421,0.0014463219558820128,1.0
15,0.032029375433921814,0.9906058311462402,0.016297554597258568,1.0
16,0.03125367686152458,0.9896472096443176,0.03665361553430557,1.0
17,0.022881953045725822,0.9923312664031982,0.010580264031887054,1.0
18,0.024256018921732903,0.9929064512252808,2.3027119823382236e-05,1.0
19,0.029438486322760582,0.9915643930435181,7.174745405791327e-06,1.0
20,0.0231514573097229,0.9906058311462402,4.382321276352741e-05,1.0
21,0.026051471009850502,0.9929064512252808,0.1323879361152649,0.9375
22,0.02170751802623272,0.9927147030830383,0.008540675044059753,1.0
23,0.020706109702587128,0.9929064512252808,0.09508085250854492,0.9375
24,0.01788986101746559,0.9944401979446411,0.00017324401414953172,1.0
25,0.020053399726748466,0.994056761264801,3.8240097637753934e-05,1.0
26,0.021157661452889442,0.9929064512252808,0.0964890643954277,0.9375
27,0.017373425886034966,0.9950153231620789,0.0004067238187417388,1.0
28,0.01589125581085682,0.9936733245849609,0.0007068876875564456,1.0
29,0.014160502701997757,0.9944401979446411,0.0037188315764069557,1.0
30,0.014676960185170174,0.9950153231620789,1.1227039067307487e-05,1.0
31,0.023619603365659714,0.9930981397628784,0.0002877945371437818,1.0
32,0.015239577740430832,0.9942484498023987,4.798085683432873e-06,1.0
33,0.014759151265025139,0.9942484498023987,2.340586797799915e-05,1.0
34,0.014397824183106422,0.9961656332015991,0.4062258303165436,0.9375
35,0.015582052059471607,0.9946318864822388,0.00011307229578960687,1.0
36,0.016068175435066223,0.9944401979446411,1.860978954937309e-05,1.0
37,0.01471043098717928,0.995398759841919,8.35945611470379e-05,1.0
38,0.014781337231397629,0.9944401979446411,0.23095566034317017,0.9375
39,0.02104049362242222,0.9913727045059204,0.001660008099861443,1.0
40,0.01711498387157917,0.9932898879051208,0.0001809445966500789,1.0
41,0.01295381784439087,0.9955905079841614,0.0031880505848675966,1.0
42,0.012559098191559315,0.9952070713043213,2.197887852162239e-06,1.0
43,0.013542188331484795,0.995398759841919,0.00013267349277157336,1.0
